CustomerID,Gender,SeniorCitizen,Age,Tenure,MonthlyCharges,TotalCharges,InternetService,Contract,PaymentMethod,TechSupport,OnlineSecurity,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Dependents,Complaints,SatisfactionScore,SupportTickets,UsageHours,DataConsumption,Churn
CUST-12836,Male,0,58,15,18.25,263.97,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,30.0,34.2,No
CUST-12837,Female,0,51,7,100.27,678.06,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,No,No,0,3,3,145.4,125.4,Yes
CUST-12838,Male,0,62,57,78.65,4491.71,Fiber optic,One year,Credit card (automatic),No,No,No,Yes,Yes,No,Yes,1,3,1,87.9,115.2,No
CUST-12839,Male,1,77,42,18.25,749.88,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,No,0,2,0,109.0,227.8,No
CUST-12840,Male,0,25,9,57.48,487.57,DSL,One year,Mailed check,No,Yes,No,No,Yes,No,Yes,1,3,1,124.4,184.9,Yes
CUST-12841,Male,0,30,6,81.85,473.05,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,1,3,0,57.2,113.5,Yes
CUST-12842,Male,0,53,57,67.11,3844.42,DSL,One year,Electronic check,No,No,Yes,No,Yes,Yes,Yes,0,5,0,50.9,67.2,No
CUST-12843,Male,0,23,30,88.89,2693.11,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,No,No,1,2,1,125.7,310.5,Yes
CUST-12844,Male,1,67,55,101.06,5568.02,Fiber optic,One year,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,No,0,4,3,148.1,141.4,No
CUST-12845,Female,0,49,54,45.21,2429.97,DSL,One year,Mailed check,No,No,No,No,Yes,No,No,0,5,0,169.4,301.2,No
CUST-12846,Female,0,38,27,82.2,2215.59,DSL,Two year,Electronic check,No,Yes,Yes,Yes,Yes,No,No,1,3,0,139.7,254.5,Yes
CUST-12847,Female,0,61,59,24.42,1422.45,No,One year,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,0,75.9,154.9,No
CUST-12848,Female,0,61,7,71.43,522.86,DSL,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,Yes,0,4,1,154.4,126.5,No
CUST-12849,Male,0,24,40,20.13,815.13,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,0,62.3,77.6,No
CUST-12850,Female,0,43,72,112.11,8046.98,Fiber optic,One year,Mailed check,Yes,No,Yes,Yes,Yes,Yes,No,1,3,2,88.6,137.7,No
CUST-12851,Female,0,32,2,70.08,132.18,DSL,Month-to-month,Bank transfer (automatic),No,Yes,No,Yes,No,No phone service,No,0,3,1,209.6,355.3,Yes
CUST-12852,Male,0,59,14,88.23,1237.5,Fiber optic,Two year,Electronic check,Yes,No,Yes,No,Yes,No,Yes,1,2,3,61.3,56.0,Yes
CUST-12853,Male,0,40,10,118.53,1203.14,Fiber optic,One year,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,3,3,349.4,764.2,Yes
CUST-12854,Female,0,55,50,26.44,1347.23,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,3,2,178.6,183.7,No
CUST-12855,Female,0,58,18,96.47,1714.42,Fiber optic,One year,Electronic check,No,No,Yes,Yes,Yes,No,No,0,4,1,164.5,292.5,No
CUST-12856,Male,0,32,18,18.25,348.57,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,Yes,0,4,3,108.3,147.0,No
CUST-12857,Female,1,71,16,90.44,1420.99,Fiber optic,Two year,Credit card (automatic),No,Yes,Yes,No,Yes,No,Yes,0,4,0,29.5,48.6,No
CUST-12858,Male,1,68,52,110.19,5714.31,Fiber optic,Two year,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,No,0,4,3,85.1,74.8,No
CUST-12859,Male,0,49,69,101.86,6999.6,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,Yes,0,5,2,71.0,158.9,No
CUST-12860,Male,0,54,52,54.64,2815.11,DSL,Month-to-month,Mailed check,No,Yes,No,No,Yes,No,No,0,3,4,97.7,124.6,Yes
CUST-12861,Male,0,35,31,84.14,2580.29,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,No,No,1,2,2,82.4,106.5,Yes
CUST-12862,Female,0,37,23,76.26,1732.74,DSL,Month-to-month,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,No,0,4,0,79.2,121.3,No
CUST-12863,Male,0,63,42,69.03,2921.85,DSL,Two year,Electronic check,No,No,No,Yes,Yes,Yes,No,0,3,1,200.0,251.3,No
CUST-12864,Male,0,19,62,78.81,4873.25,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,No,No,No phone service,Yes,0,4,0,72.9,130.4,No
CUST-12865,Female,0,40,50,56.32,2814.78,DSL,One year,Credit card (automatic),No,No,Yes,No,Yes,No,No,0,4,0,145.3,329.7,No
CUST-12866,Male,0,47,15,87.0,1304.23,Fiber optic,One year,Electronic check,No,Yes,No,No,Yes,Yes,No,0,4,0,298.7,463.2,No
CUST-12867,Female,1,68,44,18.25,832.72,No,One year,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,2,4,183.0,181.5,No
CUST-12868,Female,0,63,42,78.65,3295.18,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,No,No,0,5,0,153.5,351.6,No
CUST-12869,Female,0,56,45,98.37,4412.56,Fiber optic,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,Yes,No,0,3,4,68.6,115.8,Yes
CUST-12870,Male,0,64,35,82.35,2910.04,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,0,3,2,52.6,127.9,Yes
CUST-12871,Female,0,18,22,53.5,1182.55,DSL,Month-to-month,Mailed check,No,No,No,Yes,Yes,No,No,1,3,1,78.0,177.9,No
CUST-12872,Female,1,74,38,84.65,3204.07,DSL,Two year,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,No,0,2,0,80.6,183.3,No
CUST-12873,Male,0,39,70,29.76,2070.45,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,4,1,160.0,161.1,No
CUST-12874,Female,0,46,64,20.97,1317.26,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,5,1,60.1,101.7,No
CUST-12875,Female,0,31,7,118.04,829.69,Fiber optic,Two year,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,Yes,No,0,3,1,169.4,379.5,No
CUST-12876,Female,1,79,44,93.44,4124.78,DSL,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,No,No,0,4,1,29.3,62.7,Yes
CUST-12877,Female,0,38,7,63.48,442.84,DSL,One year,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,0,4,0,86.8,146.6,No
CUST-12878,Female,0,62,66,18.25,1227.57,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,181.1,450.9,No
CUST-12879,Male,0,49,60,110.04,6601.44,Fiber optic,One year,Electronic check,Yes,No,Yes,Yes,Yes,Yes,No,0,4,4,164.5,388.5,No
CUST-12880,Female,0,23,1,85.26,85.26,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,Yes,Yes,0,4,0,107.3,163.3,Yes
CUST-12881,Female,0,18,62,23.31,1430.27,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,1,88.6,106.5,No
CUST-12882,Male,0,38,18,104.79,1870.82,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,Yes,Yes,Yes,No,No,0,5,2,144.5,208.8,No
CUST-12883,Male,0,21,7,68.93,471.5,DSL,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,No,0,3,2,97.4,124.7,Yes
CUST-12884,Male,0,20,54,27.03,1489.14,No,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,3,3,59.7,113.6,No
CUST-12885,Female,0,47,67,18.25,1214.4,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,3,83.2,166.6,No
CUST-12886,Male,0,48,10,86.15,862.98,Fiber optic,One year,Mailed check,No,No,No,Yes,Yes,No,No,0,3,3,43.5,45.0,No
CUST-12887,Female,0,51,61,83.61,5086.69,Fiber optic,One year,Credit card (automatic),Yes,No,No,No,Yes,Yes,No,0,4,0,207.9,268.0,No
CUST-12888,Female,1,78,59,89.73,5272.68,Fiber optic,One year,Credit card (automatic),No,No,No,Yes,Yes,Yes,No,0,4,0,174.7,417.2,No
CUST-12889,Male,0,37,59,18.25,1085.5,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,0,80.6,151.7,No
CUST-12890,Male,0,40,69,18.82,1301.29,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,Yes,1,2,4,122.0,242.2,No
CUST-12891,Female,0,57,63,66.11,4139.0,DSL,One year,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,1,3,2,28.2,24.8,No
CUST-12892,Male,0,42,8,67.45,562.57,DSL,Two year,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,Yes,0,3,1,104.9,157.8,No
CUST-12893,Female,0,32,55,89.53,4924.61,Fiber optic,One year,Mailed check,No,No,No,Yes,Yes,Yes,No,0,4,1,48.8,117.8,No
CUST-12894,Male,0,55,6,79.88,469.4,DSL,One year,Electronic check,Yes,No,Yes,No,Yes,Yes,No,0,3,1,119.7,256.2,No
CUST-12895,Male,0,40,1,99.26,116.02,Fiber optic,One year,Electronic check,Yes,No,Yes,Yes,No,No phone service,Yes,0,3,1,253.8,540.3,Yes
CUST-12896,Male,0,19,56,71.58,3985.21,DSL,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,0,4,0,65.5,152.3,No
CUST-12897,Female,0,32,10,62.51,623.53,DSL,One year,Mailed check,Yes,No,No,Yes,Yes,No,Yes,0,4,2,31.0,35.6,No
CUST-12898,Male,0,61,23,64.31,1482.06,DSL,Two year,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,No,0,4,1,136.4,337.7,No
CUST-12899,Female,0,52,16,25.02,416.83,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,1,76.4,118.6,Yes
CUST-12900,Female,0,27,16,86.45,1375.41,Fiber optic,Two year,Credit card (automatic),No,No,No,Yes,Yes,No,No,0,4,1,158.3,353.6,No
CUST-12901,Female,0,31,56,47.22,2665.62,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,No,No,1,2,1,171.3,225.7,No
CUST-12902,Female,0,44,6,99.63,609.64,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,No,0,3,1,165.6,315.6,Yes
CUST-12903,Male,0,31,30,59.52,1801.86,DSL,Two year,Bank transfer (automatic),No,Yes,No,No,Yes,No,Yes,0,4,1,91.9,83.3,No
CUST-12904,Female,0,52,63,71.21,4514.37,DSL,Two year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,1,4,1,241.2,586.0,No
CUST-12905,Female,0,50,1,96.52,117.21,Fiber optic,Two year,Electronic check,No,Yes,Yes,No,Yes,No,No,1,3,1,60.9,60.8,Yes
CUST-12906,Male,0,18,51,102.05,5195.36,Fiber optic,Two year,Credit card (automatic),Yes,No,No,Yes,Yes,Yes,No,0,3,2,189.5,373.9,No
CUST-12907,Female,0,51,46,87.78,4046.63,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,Yes,0,2,3,74.4,60.3,Yes
CUST-12908,Male,1,75,21,101.16,2146.48,Fiber optic,One year,Electronic check,No,Yes,Yes,No,Yes,Yes,Yes,0,3,2,89.7,150.1,Yes
CUST-12909,Female,1,77,38,89.8,3413.91,DSL,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,Yes,Yes,0,3,2,148.5,200.3,No
CUST-12910,Male,0,59,69,77.14,5333.63,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,No,No,0,3,1,81.2,97.0,No
CUST-12911,Female,0,21,63,69.93,4385.93,DSL,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,No,1,1,1,194.9,392.5,Yes
CUST-12912,Male,0,53,50,78.85,3961.45,Fiber optic,One year,Credit card (automatic),No,No,No,Yes,Yes,No,No,0,4,0,41.9,65.1,No
CUST-12913,Female,0,30,12,64.52,789.69,DSL,Month-to-month,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,No,0,3,1,208.0,278.7,Yes
CUST-12914,Female,0,49,69,68.85,4773.98,DSL,Two year,Mailed check,Yes,Yes,No,No,Yes,Yes,No,0,3,0,177.4,277.2,No
CUST-12915,Male,0,26,44,92.41,4078.65,Fiber optic,One year,Credit card (automatic),No,No,Yes,Yes,Yes,No,No,1,2,1,189.3,252.9,No
CUST-12916,Male,0,56,52,65.76,3442.13,DSL,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,Yes,No,1,2,3,69.5,105.5,Yes
CUST-12917,Male,0,33,9,23.45,190.78,No,One year,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,4,1,42.3,45.7,No
CUST-12918,Male,0,20,65,90.2,5881.82,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,No,No,No phone service,No,1,1,3,83.3,197.6,Yes
CUST-12919,Female,0,37,10,68.3,710.18,DSL,Month-to-month,Credit card (automatic),Yes,No,Yes,No,Yes,No,No,0,4,3,270.3,409.6,No
CUST-12920,Female,0,27,46,86.49,3997.47,Fiber optic,Two year,Mailed check,No,No,Yes,No,Yes,No,No,0,4,0,60.7,96.7,No
CUST-12921,Male,1,66,58,91.45,5311.01,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,1,3,0,61.6,125.3,Yes
CUST-12922,Female,0,20,37,61.73,2309.6,DSL,Two year,Mailed check,No,No,No,Yes,Yes,Yes,No,0,4,1,38.2,38.6,Yes
CUST-12923,Male,0,28,52,91.04,4709.75,Fiber optic,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,0,5,0,71.8,81.3,Yes
CUST-12924,Male,0,42,13,18.25,208.26,No,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,0,64.4,68.0,No
CUST-12925,Female,1,70,6,81.38,516.2,Fiber optic,One year,Credit card (automatic),Yes,No,No,No,Yes,No,No,0,4,1,133.6,215.8,No
CUST-12926,Female,0,25,58,92.99,5404.4,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,Yes,No,1,3,1,122.5,220.3,Yes
CUST-12927,Female,0,26,48,67.24,3204.37,DSL,Month-to-month,Bank transfer (automatic),Yes,No,No,Yes,Yes,No,No,0,2,4,121.8,245.4,Yes
CUST-12928,Female,0,32,32,42.71,1357.12,DSL,Month-to-month,Mailed check,No,No,No,No,Yes,No,No,0,4,0,76.9,184.9,No
CUST-12929,Female,0,49,11,91.47,1021.1,DSL,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,No,No,0,3,1,104.8,99.2,No
CUST-12930,Female,0,20,5,78.58,407.92,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,No,No,0,3,1,55.1,107.1,Yes
CUST-12931,Female,0,21,6,23.3,120.0,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,4,3,54.0,112.5,No
CUST-12932,Male,0,47,21,21.05,440.26,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,5,1,167.1,322.4,Yes
CUST-12933,Male,1,69,42,52.1,2206.64,DSL,One year,Credit card (automatic),Yes,No,No,No,Yes,No,Yes,0,4,3,146.4,329.9,No
CUST-12934,Male,0,61,27,63.99,1755.74,DSL,Month-to-month,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,Yes,0,4,1,96.6,162.7,Yes
CUST-12935,Male,0,38,3,60.31,188.28,DSL,Month-to-month,Electronic check,Yes,No,No,No,Yes,Yes,Yes,0,3,2,89.0,195.0,Yes
CUST-12936,Male,0,58,60,104.18,6259.09,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,No,Yes,Yes,Yes,Yes,0,5,1,123.1,113.0,No
CUST-12937,Female,0,63,66,90.38,5963.24,Fiber optic,One year,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,0,3,2,95.1,179.0,No
CUST-12938,Male,1,73,49,101.49,4975.35,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,No,Yes,No,No,0,4,3,81.6,195.8,No
CUST-12939,Male,0,56,34,18.25,596.44,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,1,165.7,260.7,No
CUST-12940,Male,0,39,37,87.85,3241.43,Fiber optic,One year,Mailed check,Yes,No,Yes,No,Yes,No,No,1,2,2,130.8,131.7,Yes
CUST-12941,Male,0,37,42,57.13,2399.9,DSL,One year,Electronic check,No,No,No,Yes,Yes,No,No,1,2,0,91.5,129.8,No
CUST-12942,Male,0,54,65,83.69,5426.35,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,No,No,Yes,No,No,1,3,1,67.0,150.5,Yes
CUST-12943,Male,0,48,60,75.52,4522.79,DSL,One year,Electronic check,No,No,Yes,Yes,Yes,Yes,No,1,1,4,21.8,22.2,No
CUST-12944,Male,0,27,1,94.81,123.08,Fiber optic,One year,Mailed check,No,Yes,Yes,No,Yes,No,No,0,3,3,88.2,149.6,No
CUST-12945,Female,0,35,59,62.33,3647.78,DSL,One year,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,No,0,4,2,23.5,53.0,No
CUST-12946,Female,0,60,4,85.36,329.6,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,No,No,Yes,Yes,Yes,0,4,2,22.4,47.9,Yes
CUST-12947,Male,0,56,14,18.25,260.54,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,Yes,1,1,1,39.6,66.2,Yes
CUST-12948,Female,0,63,18,27.03,473.28,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,4,2,16.4,30.5,No
CUST-12949,Female,1,78,34,80.94,2762.55,DSL,Two year,Bank transfer (automatic),No,No,Yes,Yes,Yes,Yes,No,0,5,1,80.5,102.7,No
CUST-12950,Female,0,35,1,92.74,92.74,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,0,3,2,40.1,95.7,Yes
CUST-12951,Female,0,28,53,95.03,5044.88,Fiber optic,Two year,Credit card (automatic),No,No,Yes,Yes,Yes,No,No,1,2,2,53.5,45.6,No
CUST-12952,Male,0,39,22,23.98,548.55,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,3,2,113.0,160.6,Yes
CUST-12953,Female,0,61,61,88.6,5414.12,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,No,0,4,1,129.1,190.1,No
CUST-12954,Female,0,35,22,98.66,2143.51,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,Yes,0,4,0,121.7,257.8,No
CUST-12955,Female,1,73,50,50.88,2561.71,DSL,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,No,No,0,3,2,115.4,185.1,No
CUST-12956,Male,0,40,16,110.49,1750.61,Fiber optic,Two year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5,0,206.7,466.8,No
CUST-12957,Male,1,70,28,72.46,2036.97,Fiber optic,Two year,Credit card (automatic),No,No,No,No,Yes,No,No,0,4,0,69.5,89.2,No
CUST-12958,Male,0,27,70,78.45,5500.3,DSL,One year,Electronic check,Yes,No,No,Yes,Yes,Yes,No,1,4,0,55.8,61.5,No
CUST-12959,Male,0,18,42,94.23,3975.88,Fiber optic,One year,Bank transfer (automatic),Yes,No,Yes,No,No,No phone service,Yes,0,3,1,82.3,100.4,No
CUST-12960,Male,1,68,66,75.07,4954.97,Fiber optic,One year,Electronic check,Yes,No,No,No,No,No phone service,No,1,3,1,64.3,70.4,No
CUST-12961,Male,0,56,71,49.17,3483.63,DSL,Two year,Mailed check,No,No,No,No,Yes,Yes,Yes,1,3,2,133.7,184.5,No
CUST-12962,Male,1,75,35,72.31,2531.93,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,No,Yes,No,Yes,0,3,0,147.2,178.6,Yes
CUST-12963,Female,0,48,20,61.42,1231.15,DSL,One year,Electronic check,No,No,No,Yes,Yes,No,No,1,3,1,195.7,361.8,Yes
CUST-12964,Female,1,79,2,79.95,179.19,Fiber optic,One year,Electronic check,No,No,No,No,Yes,Yes,Yes,0,4,1,133.3,109.7,No
CUST-12965,Female,0,34,7,72.26,488.12,DSL,Two year,Electronic check,No,Yes,Yes,No,Yes,Yes,No,0,4,1,141.9,235.2,No
CUST-12966,Male,0,52,49,108.08,5316.73,Fiber optic,Two year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,No,1,2,1,42.9,63.0,Yes
CUST-12967,Male,0,54,9,81.77,727.87,Fiber optic,Two year,Electronic check,No,No,No,No,Yes,Yes,Yes,0,4,1,212.1,289.5,Yes
CUST-12968,Male,0,35,27,75.99,2066.36,Fiber optic,One year,Mailed check,No,Yes,No,No,Yes,No,No,0,4,0,84.5,78.4,No
CUST-12969,Male,0,50,2,78.51,147.16,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,Yes,Yes,No,Yes,0,3,1,32.8,66.8,Yes
CUST-12970,Male,0,21,68,20.97,1438.49,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,3,1,168.7,238.8,No
CUST-12971,Female,0,40,60,100.9,6071.95,Fiber optic,One year,Electronic check,Yes,No,Yes,Yes,Yes,No,Yes,1,3,1,151.5,363.3,No
CUST-12972,Female,0,28,49,84.28,4133.2,DSL,One year,Electronic check,Yes,No,Yes,Yes,Yes,Yes,Yes,0,4,3,59.1,142.7,No
CUST-12973,Male,0,26,2,18.25,43.67,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,1,97.0,172.2,No
CUST-12974,Male,0,47,17,61.44,1056.95,DSL,Month-to-month,Mailed check,No,No,Yes,No,No,No phone service,No,0,4,1,172.1,240.6,Yes
CUST-12975,Male,0,25,20,88.25,1776.31,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,No,No,0,4,0,116.9,172.9,No
CUST-12976,Male,0,57,32,74.31,2391.56,Fiber optic,Two year,Mailed check,No,No,No,No,Yes,No,No,0,4,2,125.8,162.2,No
CUST-12977,Female,0,22,51,18.26,952.24,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,174.1,341.6,No
CUST-12978,Male,0,29,42,58.22,2428.47,DSL,One year,Electronic check,Yes,No,No,No,Yes,No,Yes,0,3,2,113.6,194.1,No
CUST-12979,Male,0,18,63,71.5,4487.38,DSL,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,No,0,4,0,37.5,56.9,No
CUST-12980,Male,1,79,61,102.19,6261.83,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,No,No,0,4,2,109.5,185.0,Yes
CUST-12981,Male,0,42,62,22.7,1428.48,No,Two year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,2,3,143.1,144.0,No
CUST-12982,Female,0,35,3,54.66,169.48,DSL,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,No,No,1,1,2,72.6,139.9,Yes
CUST-12983,Male,0,55,26,76.83,1968.07,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,0,3,2,180.5,302.4,Yes
CUST-12984,Male,0,59,48,57.53,2782.73,DSL,Month-to-month,Electronic check,No,No,No,Yes,Yes,No,No,1,2,0,78.4,144.7,No
CUST-12985,Female,0,63,8,103.5,843.1,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,Yes,0,4,3,83.6,106.3,Yes
CUST-12986,Female,0,43,5,83.21,443.43,Fiber optic,One year,Mailed check,No,No,Yes,No,Yes,No,Yes,1,2,2,116.4,240.2,Yes
CUST-12987,Female,0,57,11,18.25,171.54,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,3,1,63.2,102.0,Yes
CUST-12988,Male,0,20,42,68.05,2829.81,Fiber optic,One year,Credit card (automatic),No,No,No,No,Yes,No,No,1,2,2,204.3,197.7,No
CUST-12989,Male,0,39,41,70.65,2897.7,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No,No,0,3,1,113.9,220.7,No
CUST-12990,Female,0,43,19,99.4,1909.96,Fiber optic,Two year,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,No,No,0,4,0,154.3,153.0,No
CUST-12991,Female,1,74,48,88.68,4286.12,Fiber optic,Two year,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,No,0,4,1,157.2,141.6,No
CUST-12992,Female,0,61,53,53.9,2845.9,DSL,Two year,Credit card (automatic),No,Yes,No,No,Yes,No,No,0,4,0,145.3,300.1,No
CUST-12993,Female,0,61,55,18.25,975.93,No,Two year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,3,2,206.6,330.8,No
CUST-12994,Female,1,78,61,92.5,5624.23,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,0,4,2,137.2,115.7,Yes
CUST-12995,Female,0,56,32,113.17,3644.06,Fiber optic,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,Yes,Yes,No,1,1,2,118.2,197.6,Yes
CUST-12996,Male,0,53,46,60.49,2780.53,DSL,One year,Electronic check,No,No,Yes,No,Yes,No,No,1,4,0,156.2,362.7,Yes
CUST-12997,Male,0,38,36,82.81,3002.36,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,No,No phone service,No,0,3,2,188.7,181.4,No
CUST-12998,Male,1,73,18,103.79,1864.85,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No,Yes,Yes,No,No,0,4,1,78.3,108.8,Yes
CUST-12999,Female,1,71,18,78.35,1383.5,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,Yes,0,4,2,71.2,157.5,Yes
CUST-13000,Female,0,30,12,77.44,936.33,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,No,1,3,1,99.1,122.1,Yes
CUST-13001,Female,0,53,72,79.97,5753.98,Fiber optic,One year,Electronic check,No,No,No,No,Yes,Yes,No,0,4,1,91.1,89.7,No
CUST-13002,Female,0,41,46,108.97,5012.1,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,No,No,1,3,1,118.4,184.0,Yes
CUST-13003,Female,0,58,55,77.28,4277.34,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,0,4,1,100.9,229.0,Yes
CUST-13004,Female,0,43,38,83.82,3182.58,DSL,One year,Mailed check,No,Yes,Yes,Yes,Yes,No,No,1,3,1,89.4,120.9,Yes
